"id","name_full","name_sortable","is_dead","when_born","when_died","org_acronym"
"41943","Nurse Ratchet","Nurse Ratchet","0",,,"321Battle"
"41732","Officer Dean Cooper","Officer Dean Cooper","0",,,"321Battle"
"41944","Otis The Gimp","Otis The Gimp","0",,,"321Battle"
"41945","Patrick Plumb","Patrick Plumb","0",,,"321Battle"
"41947","Phony Baroni","Phony Baroni","0",,,"321Battle"
"41707","Pink 3-2-1 Battle Ranger","Pink 3-2-1 Battle Ranger","0",,,"321Battle"
"41948","Pitfall Jones","Pitfall Jones","0",,,"321Battle"
"41949","Priscilla Kelly","Priscilla Kelly","0",,,"321Battle"
"41950","Ray Romero","Ray Romero","0",,,"321Battle"
"41953","Rebel Kel","Rebel Kel","0",,,"321Battle"
"41954","Rickey Shane Page","Rickey Shane Page","0",,,"321Battle"
"41706","Ricky Gibson","Ricky Gibson","0",,,"321Battle"
"41955","Riea Von Slasher","Riea Von Slasher","0",,,"321Battle"
"41894","River Strife","River Strife","0",,,"321Battle"
"41956","Rockin' Rivera","Rockin' Rivera","0",,,"321Battle"
"41959","Romantic Romeo","Romantic Romeo","0",,,"321Battle"
"41958","Romeo Ramirez","Romeo Ramirez","0",,,"321Battle"
"41960","Ronald McFondle","Ronald McFondle","0",,,"321Battle"
"41961","Rook Kelly","Rook Kelly","0",,,"321Battle"
"41977","Sónico","SÃ³nico","0",,,"321Battle"
"41845","Sage","Sage","0",,,"321Battle"
"41963","Samuel Edmunds","Samuel Edmunds","0",,,"321Battle"
"41965","Santa Claus","Santa Claus","0",,,"321Battle"
"41966","SARIAN","SARIAN","0",,,"321Battle"
"35492","Sarian Soft Paws","Sarian Soft Paws","0",,,"321Battle"
"35493","Scott Henson","Scott Henson","1","1983","2024","321Battle"
"41967","SEDS","SEDS","0",,,"321Battle"
"41968","Seth Matthews","Seth Matthews","0",,,"321Battle"
"41969","Shawn Phoenix","Shawn Phoenix","0",,,"321Battle"
"41970","Shotzi Blackheart","Shotzi Blackheart","0",,,"321Battle"
"41975","Sledge","Sledge","0",,,"321Battle"
"41976","Sloan","Sloan","0",,,"321Battle"
"41978","Sonny Kiss","Sonny Kiss","0",,,"321Battle"
"41989","Stan Stylez","Stan Stylez","0",,,"321Battle"
"41990","Steve Migs","Steve Migs","0",,,"321Battle"
"35495","Steve West","Steve West","0",,,"321Battle"
"41992","Su Yung","Su Yung","0",,,"321Battle"
"41993","Súper Crazy","Super Crazy","0",,,"321Battle"
"41994","Thom Alman","Thom Alman","0",,,"321Battle"
"41995","Timothy Thatcher","Timothy Thatcher","0",,,"321Battle"
"41972","Tommy Lawless","Tommy Lawless","0",,,"321Battle"
"41996","Tony Baroni","Tony Baroni","0",,,"321Battle"
"41997","Tony Kozina","Tony Kozina","0",,,"321Battle"
"41999","Travis Williams","Travis Williams","0",,,"321Battle"
"42000","Tye Hyll","Tye Hyll","0",,,"321Battle"
"42002","Victoria Bell","Victoria Bell","0",,,"321Battle"
"42004","The Weekend Warrior","Weekend Warrior","0",,,"321Battle"
"42005","The Whisper","Whisper","0",,,"321Battle"
"42007","Zachary Wentz","Zachary Wentz","0",,,"321Battle"
"42932","Ace Matthews","Ace Matthews","0",,,"3CW"
"42933","Adam Foster","Adam Foster","0",,,"3CW"
"42987","AJ Anderson","AJ Anderson","0",,,"3CW"
"42934","Alex Gracie","Alex Gracie","0",,,"3CW"
"42935","Amir Jordan","Amir Jordan","0",,,"3CW"
"42936","Anastasia","Anastasia","0",,,"3CW"
"42937","Benji","Benji","0",,,"3CW"
"42938","Charli Evans","Charli Evans","0",,,"3CW"
"42939","Chris Renfrew","Chris Renfrew","0",,,"3CW"
"42940","Chuck Wood","Chuck Wood","0",,,"3CW"
"42941","Cole Quinzel","Cole Quinzel","0",,,"3CW"
"42942","Conor Renshaw","Conor Renshaw","0",,,"3CW"
"42943","Dara Diablo","Dara Diablo","0",,,"3CW"
"42945","Dragon Aisu","Dragon Aisu","0",,,"3CW"
"42947","El Ligero","El Ligero","0",,,"3CW"
"42948","El Phantasmo","El Phantasmo","0",,,"3CW"
"42949","Emi Sakura","Emi Sakura","0",,,"3CW"
"42950","Gabriel Kidd","Gabriel Kidd","0",,,"3CW"
"42951","Grado","Grado","0",,,"3CW"
"42952","HT Drake","HT Drake","0",,,"3CW"
"42946","Ice XVII","Ice XVII","0",,,"3CW"
"43100","James Scott","James Scott","0",,,"3CW"
"43164","Jay Melrose","Jay Melrose","0",,,"3CW"
"42954","Jetta","Jetta","0",,,"3CW"
"42955","Joe Hendry","Joe Hendry","0",,,"3CW"
"42956","John Klinger","John Klinger","1","1984","2024","3CW"
"42957","Joseph Biggs","Joseph Biggs","0",,,"3CW"
"42958","Joseph Conners","Joseph Conners","0",,,"3CW"
"42959","Justin Sysum","Justin Sysum","0",,,"3CW"
"42960","Kanji","Kanji","0",,,"3CW"
"42961","Keith Lee","Keith Lee","0",,,"3CW"
"42962","Kid Richie","Kid Richie","0",,,"3CW"
"42991","Lance Thunder","Lance Thunder","0",,,"3CW"
"42964","Liam Slater","Liam Slater","0",,,"3CW"
"42970","Little Miss Roxxy","Little Miss Roxxy","0",,,"3CW"
"42971","Lucas Steel","Lucas Steel","0",,,"3CW"
"42972","Luke Menzies","Luke Menzies","0",,,"3CW"
"42973","Martin Kirby","Martin Kirby","0",,,"3CW"
"42974","Micky The Dragon","Micky The Dragon","0",,,"3CW"
"42981","Mojo Pervito","Mojo Pervito","0",,,"3CW"
"42975","Naoki Tanizaki","Naoki Tanizaki","0",,,"3CW"
"42976","Nathan Cruz","Nathan Cruz","0",,,"3CW"
"42977","The Primate","Primate","0",,,"3CW"
"42979","Prince Ameen","Prince Ameen","0",,,"3CW"
"42980","Prince Mohmed Ameen","Prince Mohmed Ameen","0",,,"3CW"
"42983","Rampage Brown","Rampage Brown","0",,,"3CW"
"42985","Sammii Jayne","Sammii Jayne","0",,,"3CW"
"42986","Screwface","Screwface","0",,,"3CW"
"42988","Shax","Shax","0",,,"3CW"
"42989","Si Swan","Si Swan","0",,,"3CW"
"42994","Sugar Dunkerton","Sugar Dunkerton","0",,,"3CW"
"42997","The White Tiger","White Tiger","0",,,"3CW"
"42998","Zeo Knox","Zeo Knox","0",,,"3CW"
"52256","AJ Sanchez","AJ Sanchez","0",,,"3D"
"52254","Anderson Tyson Moore","Anderson Tyson Moore","0",,,"3D"
"52248","Bobby Schink","Bobby Schink","0",,,"3D"
"52251","Damon Spriggle","Damon Spriggle","0",,,"3D"
"53268","Heavy Metal","Heavy Metal","0",,,"3D"
"53270","Jaden Newman","Jaden Newman","0",,,"3D"
"53266","James Roth","James Roth","0",,,"3D"
"53269","Josh ""Cheeks"" Holliday","Josh â€œCheeksâ€ Holliday","0",,,"3D"
"52249","Kevin O'Doyle","Kevin O'Doyle","0",,,"3D"
"55850","Kevy Chevy","Kevy Chevy","0",,,"3D"
"52253","Kyle Pro","Kyle Pro","0",,,"3D"
"52250","Mentallo","Mentallo","0",,,"3D"
"52259","Napalony Diabell","Napalony Diabell","0",,,"3D"
"53267","O'Shay Edwards","O'Shay Edwards","0",,,"3D"
"52258","Robby Royce","Robby Royce","0",,,"3D"
"52255","Rylie Jackson","Rylie Jackson","0",,,"3D"
"52245","Sammy Peppers","Sammy Peppers","0",,,"3D"
"55851","SeXXXy Eddy","SeXXXy Eddy","0",,,"3D"
"52257","Stefan Epic","Stefan Epic","0",,,"3D"
"52247","The Stony Mountain Strangler","Stony Mountain Strangler","0",,,"3D"
"53271","Tony Machete","Tony Machete","0",,,"3D"
"52246","Vinko","Vinko","0",,,"3D"
"52252","The Zombies","Zombies","0",,,"3D"
"20840","2 Cold Scorpio","2 Cold Scorpio","0",,,"3PW-2"
"20740","Abdullah the Butcher","Abdullah the Butcher","0",,,"3PW-2"
"20734","Ace Steel","Ace Steel","0",,,"3PW-2"
"20805","AJ Styles","AJ Styles","0",,,"3PW-2"
"20822","Al Snow","Al Snow","0",,,"3PW-2"
"20835","April Hunter","April Hunter","0",,,"3PW-2"
"20792","Balls Mahoney","Balls Mahoney","1","1972","2016","3PW-2"
"20731","Bam Bam Bigelow","Bam Bam Bigelow","1","1961","2007","3PW-2"
"20691","Bilvis Wesley","Bilvis Wesley","0",,,"3PW-2"
"20699","The Blue Meanie","Blue Meanie","0",,,"3PW-2"
"20712","Bob Artese","Bob Artese","0",,,"3PW-2"
"20785","Brianna","Brianna","0",,,"3PW-2"
"20719","Chris Chetti","Chris Chetti","0",,,"3PW-2"
"20689","Chris Hamrick","Chris Hamrick","0",,,"3PW-2"
"20709","Chris Hero","Chris Hero","0",,,"3PW-2"
"20839","Chris Sabin","Chris Sabin","0",,,"3PW-2"
"20718","Christian York","Christian York","0",,,"3PW-2"
"20834","Christopher Daniels","Christopher Daniels","0",,,"3PW-2"
"20808","CJ O'Doyle","CJ O'Doyle","0",,,"3PW-2"
"20736","CM Punk","CM Punk","0",,,"3PW-2"
"20710","Colt Cabana","Colt Cabana","0",,,"3PW-2"
"20704","Crowbar","Crowbar","0",,,"3PW-2"
"20751","Curt Hennig","Curt Hennig","1","1958","2003","3PW-2"
"20784","Cyber Chick","Cyber Chick","0",,,"3PW-2"
"20757","Damian Adams","Damian Adams","0",,,"3PW-2"
"20729","Danny Doring","Danny Doring","0",,,"3PW-2"
"20783","Daydreams","Daydreams","0",,,"3PW-2"
"20739","Dead Man Walking","Dead Man Walking","0",,,"3PW-2"
"20748","Del Tsunami","Del Tsunami","0",,,"3PW-2"
"20821","Derek Wylde","Derek Wylde","0",,,"3PW-2"
"20775","Devon Storm","Devon Storm","0",,,"3PW-2"
"20842","Don E. Allen","Don E. Allen","0",,,"3PW-2"
"20742","Donna","Donna","0",,,"3PW-2"
"20733","Dusty Rhodes","Dusty Rhodes","1","1945","2015","3PW-2"
"20693","Dylan Knight","Dylan Knight","0",,,"3PW-2"
"20692","Eric Tuttle","Eric Tuttle","0",,,"3PW-2"
"20714","Gary Wolfe","Gary Wolfe","0",,,"3PW-2"
"20810","Gorgeous George","Gorgeous George","0",,,"3PW-2"
"20735","Hack Meyers","Hack Meyers","1","1973","2015","3PW-2"
"20789","Homicide","Homicide","0",,,"3PW-2"
"20794","Ian Rotten","Ian Rotten","0",,,"3PW-2"
"20813","Jack Victory","Jack Victory","0",,,"3PW-2"
"20741","Jasmin St. Claire","Jasmin St. Claire","0",,,"3PW-2"
"20747","Jason","Jason","0",,,"3PW-2"
"20777","Jeff Rocker","Jeff Rocker","0",,,"3PW-2"
"20752","Jerry 'The King' Lawler","Jerry Lawler","0",,,"3PW-2"
"20816","Jerry Lynn","Jerry Lynn","0",,,"3PW-2"
"20815","Jimmy Snuka","Jimmy Snuka","1","1943","2017","3PW-2"
"20726","Joey Matthews","Joey Matthews","0",,,"3PW-2"
"20707","John Toland","John Toland","0",,,"3PW-2"
"20746","Johnny Grunge","Johnny Grunge","1","1966","2006","3PW-2"
"20722","Josh Daniels","Josh Daniels","0",,,"3PW-2"
"20807","Justin Credible","Justin Credible","0",,,"3PW-2"
"20732","Kevin Sullivan","Kevin Sullivan","1","1949","2024","3PW-2"
"20754","Kid Kash","Kid Kash","0",,,"3PW-2"
"20780","Kid Kruel","Kid Kruel","0",,,"3PW-2"
"20696","Little Guido","Little Guido","0",,,"3PW-2"
"20788","Low Ki","Low Ki","0",,,"3PW-2"
"20753","Matt Striker","Matt Striker","0",,,"3PW-2"
"20690","Matt Vandal","Matt Vandal","0",,,"3PW-2"
"20779","Mike Kruel","Mike Kruel","0",,,"3PW-2"
"20695","Mike Preston","Mike Preston","0",,,"3PW-2"
"20825","Mikey Batts","Mikey Batts","0",,,"3PW-2"
"20743","Missy Hyatt","Missy Hyatt","0",,,"3PW-2"
"20811","Monsta Mack","Monsta Mack","0",,,"3PW-2"
"20727","Murder One","Murder One","0",,,"3PW-2"
"20832","N8 Mattson","N8 Mattson","0",,,"3PW-2"
"20717","New Jack","New Jack","1","1963","2021","3PW-2"
"20804","Nick Berk","Nick Berk","0",,,"3PW-2"
"20786","Nicole Bass","Nicole Bass","1","1964","2017","3PW-2"
"20758","NOSAWA","NOSAWA","0",,,"3PW-2"
"20700","Orion","Orion","0",,,"3PW-2"
"20723","Pierce St. John","Pierce St. John","0",,,"3PW-2"
"20776","Prince Nana","Prince Nana","0",,,"3PW-2"
"20694","Rapid Fire Maldonado","Rapid Fire Maldonado","0",,,"3PW-2"
"20778","Raven","Raven","0",,,"3PW-2"
"20703","Ric Blade","Ric Blade","0",,,"3PW-2"
"20803","Ricky Vega","Ricky Vega","0",,,"3PW-2"
"20749","Roadkill","Roadkill","0",,,"3PW-2"
"20721","Rob Eckos","Rob Eckos","0",,,"3PW-2"
"20708","Robert Pigeon","Robert Pigeon","0",,,"3PW-2"
"20728","Rocco Rock","Rocco Rock","1","1953","2002","3PW-2"
"20713","Rockin' Rebel","Rockin' Rebel","1","1966","2018","3PW-2"
"20824","Roderick Strong","Roderick Strong","0",,,"3PW-2"
"20750","Ron Killings","Ron Killings","0",,,"3PW-2"
"20831","Ron Zombie","Ron Zombie","0",,,"3PW-2"
"20814","Ruckus","Ruckus","0",,,"3PW-2"
"20716","Sabu","Sabu","1","1964","2025","3PW-2"
"20706","The Sandman","Sandman","0",,,"3PW-2"
"20724","Shawn Donovan","Shawn Donovan","0",,,"3PW-2"
"20697","Shirley Doe","Shirley Doe","0",,,"3PW-2"
"20843","Simon Diamond","Simon Diamond","0",,,"3PW-2"
"20823","Slyck Wagner Brown","Slyck Wagner Brown","0",,,"3PW-2"
"20705","Steve Corino","Steve Corino","0",,,"3PW-2"
"20698","Super Hentai","Super Hentai","0",,,"3PW-2"
"20745","Syxx-Pac","Syxx-Pac","0",,,"3PW-2"
"20836","Talia","Talia","0",,,"3PW-2"
"20791","Terry Funk","Terry Funk","1","1944","2023","3PW-2"
"20711","Tod Gordon","Tod Gordon","0",,,"3PW-2"
"20793","Trent Acid","Trent Acid","1","1980","2010","3PW-2"
"20737","White Lotus","White Lotus","0",,,"3PW-2"
"20818","The Wifebeater","Wifebeater","0",,,"3PW-2"
"20790","Xavier","Xavier","1","1977","2020","3PW-2"
"20817","Zandig","Zandig","0",,,"3PW-2"
"46607","Alberto El Patron","Alberto El Patron","0",,,"5Star"
"46603","Big Grizzly","Big Grizzly","0",,,"5Star"
"46562","BT Gunn","BT Gunn","0",,,"5Star"
"46552","Carlito","Carlito","0",,,"5Star"
"46554","Chris Masters","Chris Masters","0",,,"5Star"
"46592","Colt Cabana","Colt Cabana","0",,,"5Star"
"46555","Drew Galloway","Drew Galloway","0",,,"5Star"
"46556","Drew Galloway (Exit)","Drew Galloway (Exit)","0",,,"5Star"
"46566","Eddie Ryan","Eddie Ryan","0",,,"5Star"
"46591","El Ligero","El Ligero","0",,,"5Star"
"46597","HT Drake","HT Drake","0",,,"5Star"
"46565","Jake Hager","Jake Hager","0",,,"5Star"
"46608","Jody Fleisch","Jody Fleisch","0",,,"5Star"
"46561","Joey Axl","Joey Axl","0",,,"5Star"
"46548","John Morrison","John Morrison","0",,,"5Star"
"46560","Mark Haskins","Mark Haskins","0",,,"5Star"
"46596","Markus Burke","Markus Burke","0",,,"5Star"
"46595","Matt Riddle","Matt Riddle","0",,,"5Star"
"46549","Moose","Moose","0",,,"5Star"
"46559","Morgan Webster","Morgan Webster","0",,,"5Star"
"46558","Nathan Cruz","Nathan Cruz","0",,,"5Star"
"46550","Nick Aldis","Nick Aldis","0",,,"5Star"
"46600","The Pilgrims","Pilgrims","0",,,"5Star"
"46553","PJ Black","PJ Black","0",,,"5Star"
"46585","Primate","Primate","0",,,"5Star"
"46563","Rampage Brown","Rampage Brown","0",,,"5Star"
"46551","Rey Mysterio","Rey Mysterio","0",,,"5Star"
"46599","Ricky Knight Jr.","Ricky Knight Jr.","0",,,"5Star"
"46570","Rob Van Dam","Rob Van Dam","0",,,"5Star"
"46598","Timm Wylie","Timm Wylie","0",,,"5Star"
"46601","Tor Atterhagen","Tor Atterhagen","0",,,"5Star"
"46567","Zack Gibson","Zack Gibson","0",,,"5Star"
"31940","Abismo Brazo","Abismo Brazo","0",,,"AAA"
"9215","Abismo Negro","Abismo Negro","1","1971","2009","AAA"
"25459","Abismo Negro II","Abismo Negro II","0",,,"AAA"
"9614","Abismo Negro Jr.","Abismo Negro Jr.","0",,,"AAA"
"9751","Abyss","Abyss","0",,,"AAA"
"33143","ACH","ACH","0",,,"AAA"
"57673","Aczino","Aczino","0",,,"AAA"
"60355","Adelicious","Adelicious","0",,,"AAA"
"15501","Adrián El Exótico","Adrian El Exotico","0",,,"AAA"
"41360","Adrian Quest","Adrian Quest","0",,,"AAA"
"54651","Aéreo [Ciudad Juárez]","Aereo [Ciudad Juarez]","0",,,"AAA"
"37834","Aero 2000 Jr.","Aero 2000 Jr.","0",,,"AAA"
"9748","Aerostar","Aerostar","0",,,"AAA"
"14878","Águila de Acero","Aguila de Acero","0",,,"AAA"
"40977","Águila Solitaria","Aguila Solitaria","0",,,"AAA"
"10263","AJ Styles","AJ Styles","0",,,"AAA"
"10287","Aja Kong","Aja Kong","0",,,"AAA"
"23481","Akebono","Akebono","1","1969","2024","AAA"
"18422","AKINO","AKINO","0",,,"AAA"
"47259","Al Capone","Al Capone","0",,,"AAA"
"14880","Alan","Alan","0",,,"AAA"
"9216","Alan Stone","Alan Stone","0",,,"AAA"
"14904","Alberto El Patrón","Alberto El Patron","0",,,"AAA"
"55592","Alcanter","Alcanter","0",,,"AAA"
"10288","Alda Moreno","Alda Moreno","0",,,"AAA"
"9569","Alex Koslov","Alex Koslov","0",,,"AAA"
"57720","Alex Shelley","Alex Shelley","0",,,"AAA"
"14853","Alfa","Alfa","0",,,"AAA"
"14872","Aliens","Aliens","0",,,"AAA"
"20959","Alissa Flash","Alissa Flash","0",,,"AAA"
"56375","Alma Guerrera","Alma Guerrera","0",,,"AAA"
"62344","Alonso Botello","Alonso Botello","0",,,"AAA"
"15504","Amadeus","Amadeus","0",,,"AAA"
"47668","Andrade El Idolo","Andrade El Idolo","0",,,"AAA"
"65169","Andy Panda Jr.","Andy Panda Jr.","0",,,"AAA"
"16215","Ángel Azteca","Angel Azteca","1","1963","2007","AAA"
"26390","Ángel Blanco Jr.","Angel Blanco Jr.","0",,,"AAA"
"20347","Ángel Mensajero","Angel Mensajero","0",,,"AAA"
"31784","Ángel Mortal","Angel Mortal","0",,,"AAA"
"34259","Ángel Mortal Jr.","Angel Mortal Jr.","0",,,"AAA"
"9723","Angel Williams","Angel Williams","0",,,"AAA"
"9218","Angélico","Angelico","0",,,"AAA"
"34258","Angelikal","Angelikal","0",,,"AAA"
"14833","Angelina Love","Angelina Love","0",,,"AAA"
"40426","Angelito Azteca","Angelito Azteca","0",,,"AAA"
"56488","Anguila","Anguila","0",,,"AAA"
"9573","Aní­bal Jr.","Anibal Jr.","1","1970","2021","AAA"
"60310","Annubis","Annubis","0",,,"AAA"
"9219","Antifaz","Antifaz","0",,,"AAA"
"14827","Antifaz del Norte","Antifaz del Norte","0",,,"AAA"
"9575","Antonio Peña","Antonio Pena","1","1951","2006","AAA"
"31509","Antonio Silva","Antonio Silva","0",,,"AAA"
"32586","Apocalipsis [AAA]","Apocalipsis [AAA]","0",,,"AAA"
"40980","Apolo","Apolo","0",,,"AAA"
"39973","Apolo Sureño Jr.","Apolo Sureno Jr.","0",,,"AAA"
"10713","AR Fox","AR Fox","0",,,"AAA"
"56364","Arachnofobia","Arachnofobia","0",,,"AAA"
"30929","Aramis","Aramis","0",,,"AAA"
"48052","Araña Voladora","Arana Voladora","0",,,"AAA"
"23786","Arandu","Arandu","0",,,"AAA"
"10689","Arez","Arez","0",,,"AAA"
"9220","Argenis","Argenis","0",,,"AAA"
"56197","Argenis (Masked)","Argenis (Masked)","0",,,"AAA"
"9221","Argos","Argos","0",,,"AAA"
"58778","Arkángel Divino","Arkangel Divino","0",,,"AAA"
"29222","Arlequin","Arlequin","0",,,"AAA"
"31937","Armando Quintero","Armando Quintero","0",,,"AAA"
"46056","Art Barr","Art Barr","0",,,"AAA"
"20911","Arturo Rivera","Arturo Rivera","1","1954","2022","AAA"
"33397","Asesor Cibernético","Asesor Cibernetico","0",,,"AAA"
"28585","Ashley","Ashley","0",,,"AAA"
"56421","Astro Nada","Astro Nada","0",,,"AAA"
"39962","Astrolux","Astrolux","0",,,"AAA"
"42616","Atila","Atila","0",,,"AAA"
"25669","Atomic Boy","Atomic Boy","0",,,"AAA"
"56367","Atómico","Atomico","0",,,"AAA"
"25460","Atsushi Aoki","Atsushi Aoki","1","1977","2019","AAA"
"23417","Aullido","Aullido","0",,,"AAA"
"9574","Australian Suicide","Australian Suicide","1","1992","2025","AAA"
"23352","Australian Suicide (Masked)","Australian Suicide (Masked)","0",,,"AAA"
"62340","Aventurero","Aventurero","0",,,"AAA"
"11502","Averno","Averno","0",,,"AAA"
"56789","Avispa","Avispa","0",,,"AAA"
"10862","Axel","Axel","0",,,"AAA"
"45291","Axxxel","Axxxel","0",,,"AAA"
"9222","Ayako Hamada","Ayako Hamada","0",,,"AAA"
"40687","B-Boy","B-Boy","0",,,"AAA"
"56349","Babe Face","Babe Face","0",,,"AAA"
"45145","Babe Sharon","Babe Sharon","0",,,"AAA"
"57671","Babo","Babo","0",,,"AAA"
"14874","Baby Rabbit","Baby Rabbit","0",,,"AAA"
"29481","Baby Rabbit II","Baby Rabbit II","0",,,"AAA"
"31764","Baby Rap","Baby Rap","0",,,"AAA"
"56993","Baby Xtreme","Baby Xtreme","0",,,"AAA"
"16644","Bachiko","Bachiko","0",,,"AAA"
"29422","Bali","Bali","1","1969","2023","AAA"
"32359","Bandido","Bandido","0",,,"AAA"
"57554","Barbara Blaze","Barbara Blaze","0",,,"AAA"
"14881","Barrio Boy Alan","Barrio Boy Alan","0",,,"AAA"
"14857","Barrio Boy Decnnis","Barrio Boy Decnnis","0",,,"AAA"
"58786","Bebote","Bebote","0",,,"AAA"
"56928","Belcegor","Belcegor","0",,,"AAA"
"10700","Belial","Belial","0",,,"AAA"
"25330","Bello Greco","Bello Greco","1","1944","2015","AAA"
"62343","Bello Stone","Bello Stone","0",,,"AAA"
"9223","Bengala","Bengala","0",,,"AAA"
"20013","Bengala II","Bengala II","0",,,"AAA"
"30707","Bengala III","Bengala III","0",,,"AAA"
"22611","Bengala Negro","Bengala Negro","0",,,"AAA"
"21938","Bestia 666","Bestia 666","0",,,"AAA"
"56996","Bestia del Ring","Bestia del Ring","0",,,"AAA"
"21183","Bestia Salvaje","Bestia Salvaje","1","1962","2008","AAA"
"22235","Big Mami","Big Mami","0",,,"AAA"
"14855","Billy","Billy","0",,,"AAA"
"14856","Billy Boy","Billy Boy","0",,,"AAA"
"9224","Billy El Malo","Billy El Malo","0",,,"AAA"
"20346","Black Abyss","Black Abyss","0",,,"AAA"
"60367","Black Andrómeda","Black Andromeda","0",,,"AAA"
"37292","Black Boy","Black Boy","0",,,"AAA"
"18361","Black Buffalo","Black Buffalo","0",,,"AAA"
"20596","Black Cat","Black Cat","1","1954","2006","AAA"
"48046","Black Cat (Masked)","Black Cat (Masked)","0",,,"AAA"
"30704","Black Danger","Black Danger","0",,,"AAA"
"56676","Black Demon","Black Demon","0",,,"AAA"
"65187","Black Destiny","Black Destiny","0",,,"AAA"
"9577","The Black Family (Faction)","Black Family (Faction)","0",,,"AAA"
"9576","Black Magic","Black Magic","0",,,"AAA"
"15506","Black Mamba","Black Mamba","0",,,"AAA"
"62335","Black Raven","Black Raven","0",,,"AAA"
"31021","Black Taurus","Black Taurus","0",,,"AAA"
"9578","Black Warrior","Black Warrior","1","1969","2023","AAA"
"42617","Bleda","Bleda","0",,,"AAA"
"9579","Blue Demon Jr.","Blue Demon Jr.","0",,,"AAA"
"56432","Blue Demon Jr. (Alternate Attire)","Blue Demon Jr. (Alternate Attire)","0",,,"AAA"
"9909","Blue Panther","Blue Panther","0",,,"AAA"
"50597","Bobby Fish","Bobby Fish","0",,,"AAA"
"9580","Bobby Lashley","Bobby Lashley","0",,,"AAA"
"20830","Bobby Lee Jr.","Bobby Lee Jr.","0",,,"AAA"
"40978","Boomerang","Boomerang","0",,,"AAA"
"20827","Brandon","Brandon","0",,,"AAA"
"31823","Brator","Brator","0",,,"AAA"
"53704","Brazo de Oro Jr.","Brazo de Oro Jr.","0",,,"AAA"
"16475","Brazo de Plata Jr.","Brazo de Plata Jr.","0",,,"AAA"
"42579","Brazo de Platino","Brazo de Platino","0",,,"AAA"
"9581","Brian Cage","Brian Cage","0",,,"AAA"
"57650","Brian Myers","Brian Myers","0",,,"AAA"
"62337","Brillante RB","Brillante RB","0",,,"AAA"
"25126","Bronco González Jr.","Bronco Gonzalez Jr.","0",,,"AAA"
"29216","Budu","Budu","0",,,"AAA"
"56424","Budu","Budu","0",,,"AAA"
"10299","Bugambilia","Bugambilia","0",,,"AAA"
"37870","Caballero Galáctico","Caballero Galactico","0",,,"AAA"
"29218","Cadaver de Ultratumba","Cadaver de Ultratumba","0",,,"AAA"
"37285","Caí­n Velásquez","Cain Velasquez","0",,,"AAA"
"9586","Canek","Canek","0",,,"AAA"
"55993","Carla Villalobos","Carla Villalobos","0",,,"AAA"
"9582","Carlito","Carlito","0",,,"AAA"
"10725","Carlos Amano","Carlos Amano","0",,,"AAA"
"56992","Carlos Bonavides","Carlos Bonavides","0",,,"AAA"
"50575","Carlos Cabrera","Carlos Cabrera","0",,,"AAA"
"31510","Carlos Gutiérrez","Carlos Gutierrez","0",,,"AAA"
"48520","Carlos Suárez","Carlos Suarez","0",,,"AAA"
"9997","Carta Brava Jr. II","Carta Brava Jr. II","0",,,"AAA"
"25958","Carta Brava Jr. II (Masked)","Carta Brava Jr. II (Masked)","0",,,"AAA"
"9583","Cassandro","Cassandro","0",,,"AAA"
"32562","Cats","Cats","0",,,"AAA"
"29217","Cementerio","Cementerio","0",,,"AAA"
"31939","Centauro","Centauro","0",,,"AAA"
"56246","Centella","Centella","0",,,"AAA"
"56927","Centinela (Chiapas)","Centinela (Chiapas)","0",,,"AAA"
"34195","Centinela [Chihuahua]","Centinela [Chihuahua]","0",,,"AAA"
"56414","Century 2000","Century 2000","0",,,"AAA"
"10333","Centvrion","Centvrion","0",,,"AAA"
"32598","Chaman","Chaman","0",,,"AAA"
"54650","Chango Regio","Chango Regio","0",,,"AAA"
"9584","Charly Manson","Charly Manson","0",,,"AAA"
"53751","Charro Negro","Charro Negro","0",,,"AAA"
"10179","Chavo Guerrero","Chavo Guerrero","1","1949","2017","AAA"
"14842","Chavo Guerrero Sr.","Chavo Guerrero Sr.","1","1949","2017","AAA"
"31875","Chessbrazo","Chessbrazo","0",,,"AAA"
"9585","Chessman","Chessman","0",,,"AAA"
"32353","Chica Tormenta","Chica Tormenta","0",,,"AAA"
"10715","Chica Ye-Ye","Chica Ye-Ye","1","1990","2023","AAA"
"28817","Chicano","Chicano","0",,,"AAA"
"37489","Chicano Power Jr.","Chicano Power Jr.","0",,,"AAA"
"9593","Chihuahueno del Mal (Faction)","Chihuahueno del Mal (Faction)","0",,,"AAA"
"32352","Chik Tormenta","Chik Tormenta","0",,,"AAA"
"52607","Chik Tormenta (Masked)","Chik Tormenta (Masked)","0",,,"AAA"
"20898","Chikayo Nagashima","Chikayo Nagashima","0",,,"AAA"
"25324","Chilango","Chilango","0",,,"AAA"
"32217","Chilangol","Chilangol","0",,,"AAA"
"20283","Chiva Rayada I","Chiva Rayada I","0",,,"AAA"
"30642","Chiva Rayada I {II}","Chiva Rayada I (II)","0",,,"AAA"
"20284","Chiva Rayada II","Chiva Rayada II","0",,,"AAA"
"29491","Chivita Rayada","Chivita Rayada","0",,,"AAA"
"39345","Chris Dickinson","Chris Dickinson","0",,,"AAA"
"17491","Chris Masters","Chris Masters","0",,,"AAA"
