id,name_full,name_sort,year_born,year_died,is_dead,org_acronym
9591,Daga,Daga,,,0,AAA
9592,Decnnis,Decnnis,,,0,AAA
9593,Chihuahueno del Mal (Faction),Chihuahueno del Mal (Faction),,,0,AAA
9595,Dinastí­a,Dinastia,,,0,AAA
9597,Dr. Wagner Jr.,Dr. Wagner Jr.,,,0,AAA
9598,Drago,Drago,,,0,AAA
9599,Óscar Sevilla,Oscar Sevilla,,,0,AAA
9600,El Brazo de Plata,El Brazo de Plata,1963,2021,1,AAA
9601,El Consejo (Faction),El Consejo (Faction),,,0,AAA
9602,El Cobarde II,El Cobarde II,,,0,AAA
9603,El Dandy,El Dandy,,,0,AAA
9604,El Elegido,El Elegido,,,0,AAA
9605,El Mesí­as,El Mesias,,,0,AAA
9606,El Hijo del Santo,El Hijo del Santo,,,0,AAA
9607,El Oriental,El Oriental,,,0,AAA
9609,El Patrón Alberto,El Patron Alberto,,,0,AAA
9610,Texano,Texano,1958,2006,1,AAA
9611,Volador,Volador,,,0,AAA
9612,Electroshock,Electroshock,,,0,AAA
9613,Estrellita,Estrellita,,,0,AAA
9614,Abismo Negro Jr.,Abismo Negro Jr.,,,0,AAA
9616,Fénix,Fenix,,,0,AAA
9617,Fishman,Fishman,1951,2017,1,AAA
9618,Fuerza Guerrera,Fuerza Guerrera,,,0,AAA
9619,Gato Eveready,Gato Eveready,,,0,AAA
9620,Goddess,Goddess,,,0,AAA
9621,Groond XXX,Groond XXX,,,0,AAA
9623,Halloween,Halloween,,,0,AAA
9624,Headhunter 1,Headhunter 1,,,0,AAA
9625,Heavy Metal,Heavy Metal,,,0,AAA
9627,Héctor Garza,Hector Garza,1969,2013,1,AAA
9629,El Hijo del Fantasma,El Hijo del Fantasma,,,0,AAA
9630,El Hijo del Pirata Morgan,El Hijo del Pirata Morgan,,,0,AAA
9631,Hombre Sin Miedo,Hombre Sin Miedo,,,0,AAA
9632,Ice Killer,Ice Killer,1960,2021,1,AAA
9633,Inferno Rockers (Faction),Inferno Rockers (Faction),,,0,AAA
9634,Intocable,Intocable,,,0,AAA
9635,Jaque Mate,Jaque Mate,,,0,AAA
9636,Jeff Jarrett,Jeff Jarrett,,,0,AAA
9637,Jennifer Blake,Jennifer Blake,,,0,AAA
9638,Las Gringas Locas (Faction),Las Gringas Locas (Faction),,,0,AAA
9639,Jerry Estrada,Jerry Estrada,,,0,AAA
9640,Kaguya,Kaguya,,,0,AAA
9641,Kenzo Suzuki,Kenzo Suzuki,,,0,AAA
9642,Kick Boxer,Kick Boxer,,,0,AAA
9643,The Killer,Killer,,,0,AAA
9644,Atsushi Onita,Atsushi Onita,,,0,M-PRO
9645,Bad Boy (Faction),Bad Boy (Faction),,,0,M-PRO
9646,El Samurai,El Samurai,,,0,M-PRO
9647,Gran Hamada,Gran Hamada,1950,2025,1,M-PRO
9648,Heat,Heat,,,0,M-PRO
9649,Hideki Hosaka,Hideki Hosaka,1971,2021,1,M-PRO
9650,Junji Tanaka,Junji Tanaka,,,0,M-PRO
9651,Jushin 'Thunder' Liger,Jushin Thunder Liger,,,0,M-PRO
9652,K-ness.,K-ness.,,,0,DG
9653,Kagetora,Kagetora,,,0,M-PRO
9654,Kaijin Habu Okoto,Kaijin Habu Okoto,,,0,M-PRO
9655,Kenbai,Kenbai,,,0,M-PRO
9656,Kesen Numajiro,Kesen Numajiro,,,0,M-PRO
9657,Kinya Oyanagi,Kinya Oyanagi,,,0,M-PRO
9658,Komachi,Komachi,,,0,M-PRO
9659,Manjimaru,Manjimaru,,,0,M-PRO
9661,Masao Orihara,Masao Orihara,,,0,M-PRO
9662,Masato Yakushiji,Masato Yakushiji,,,0,M-PRO
9663,Shiryu,Shiryu,,,0,M-PRO
9665,Solar,Solar,,,0,M-PRO
9666,Takeshi Minamino,Takeshi Minamino,,,0,M-PRO
9667,The Great Zebra,Great Zebra,,,0,M-PRO
9668,The Undertaker,Undertaker,,,0,M-PRO
9669,Tigers Mask,Tigers Mask,,,0,M-PRO
9670,Ultraman Robin,Ultraman Robin,,,0,M-PRO
9671,Villaño IV,Villano IV,,,0,M-PRO
9672,Yapper Man 3,Yapper Man 3,,,0,M-PRO
9674,Yoshito Sugamoto,Yoshito Sugamoto,,,0,M-PRO
9685,Texano Jr.,Texano Jr.,,,0,AAA
9686,Los Vatos Locos (Faction),Los Vatos Locos (Faction),,,0,AAA
9687,Perro Aguayo,Perro Aguayo,1946,2019,1,AAA
9689,Pimpinela Escarlata,Pimpinela Escarlata,,,0,AAA
9690,Pirata Morgan,Pirata Morgan,,,0,AAA
9691,Polvo de Estrellas,Polvo de Estrellas,,,0,AAA
9692,Psycho Circus (Faction),Psycho Circus (Faction),,,0,AAA
9693,Relámpago,Relampago,,,0,AAA
9694,Rellik,Rellik,,,0,AAA
9695,Rey Mysterio Jr.,Rey Mysterio Jr.,,,0,AAA
9696,Rocky Romero,Rocky Romero,,,0,AAA
9697,Ron Killings,Ron Killings,,,0,AAA
9698,Sabu,Sabu,1964,2025,1,AAA
9699,Sangre Chicana,Sangre Chicana,,,0,AAA
9700,Scorpió Jr.,Scorpio Jr.,1966,2024,1,AAA
9701,Sean Waltman,Sean Waltman,,,0,AAA
9702,Sexy Star,Sexy Star,,,0,AAA
9703,L.A. Park,L.A. Park,,,0,AAA
9704,DJ Z,DJ Z,,,0,AAA
9706,Shocker,Shocker,,,0,AAA
9707,Shu El Guerrero,Shu El Guerrero,,,0,AAA
9708,Sugi San,Sugi San,,,0,AAA
9709,Súper Crazy,Super Crazy,,,0,AAA
9710,Súper Fly,Super Fly,,,0,AAA
9711,Teddy Hart,Teddy Hart,,,0,AAA
9712,Nicho El Millonario,Nicho El Millonario,,,0,AAA
9713,The Night Queens (Faction),Night Queens (Faction),,,0,AAA
9714,Tiffany,Tiffany,,,0,AAA
9715,Mocho Cota Jr.,Mocho Cota Jr.,,,0,AAA
9717,Vampiro,Vampiro,,,0,AAA
9721,Yuriko,Yuriko,,,0,AAA
9722,Zumbido,Zumbido,,,0,AAA
9723,Angel Williams,Angel Williams,,,0,AAA
9724,Cien Caras,Cien Caras,,,0,AAA
9725,Cuije,Cuije,,,0,AAA
9727,Dark Ozz,Dark Ozz,,,0,AAA
9728,Joe Lí­der,Joe Lider,,,0,AAA
9730,La Braza,La Braza,1961,2013,1,AAA
9731,El Guapito,El Guapito,,,0,AAA
9733,La Secta (Faction),La Secta (Faction),,,0,AAA
9734,Niño Hamburguesa,Nino Hamburguesa,,,0,AAA
9735,Go Shiozaki,Go Shiozaki,,,0,AAA
9736,Histeria III,Histeria III,1984,2022,1,AAA
9737,La Milicia (Faction),La Milicia (Faction),,,0,AAA
9739,Joaquí­n Roldán,Joaquin Roldan,1953,2017,1,AAA
9740,La Diabólica,La Diabolica,,,0,AAA
9741,La Familia de Tijuana (Faction),La Familia de Tijuana (Faction),,,0,AAA
9742,La Parka II,La Parka II,1966,2020,1,AAA
9743,La Parkita III,La Parkita III,,,0,AAA
9744,La Pirata Familia (Faction),La Pirata Familia (Faction),,,0,AAA
9746,Laredo Kid,Laredo Kid,,,0,AAA
9747,Latin Lover,Latin Lover,,,0,AAA
9748,Aerostar,Aerostar,,,0,AAA
9749,Leatherface,Leatherface,,,0,AAA
9750,La Legión Extranjera,La Legion Extranjera,,,0,AAA
9751,Abyss,Abyss,,,0,AAA
9753,Lucha Libre Latina (LLL) [Faction],Lucha Libre Latina (LLL) [Faction],,,0,AAA
9755,Los Bizarros (Faction),Los Bizarros (Faction),,,0,AAA
9756,Los Diabólicos (Faction),Los Diabolicos (Faction),,,0,AAA
9757,Los Gringos Locos (Faction),Los Gringos Locos (Faction),,,0,AAA
9758,Sting,Sting,,,0,AAA
9759,Los Guapos VIP (Faction),Los Guapos VIP (Faction),,,0,AAA
9760,Los Kumbia Kids (Faction),Los Kumbia Kids (Faction),,,0,AAA
9761,La Nueva Generación Vipers (Faction),La Nueva Generacion Vipers (Faction),,,0,AAA
9763,Gronda II,Gronda II,,,0,AAA
9764,Madonna's Boyfriend,Madonna's Boyfriend,1971,1998,1,AAA
9765,Mary Apache,Mary Apache,,,0,AAA
9766,Máscara Sagrada III,Mascara Sagrada III,,,0,AAA
9767,Mascarita Divina,Mascarita Divina,,,0,AAA
9768,Mascarita Dorada,Mascarita Dorada,,,0,AAA
9769,Mascarita Sagrada VI,Mascarita Sagrada VI,,,0,AAA
9770,Mini Abismo Negro,Mini Abismo Negro,,,0,AAA
9771,Mini Charly Manson,Mini Charly Manson,,,0,AAA
9772,Mini Chessman,Mini Chessman,1967,2014,1,AAA
9773,Matt Morgan,Matt Morgan,,,0,AAA
9774,Mini Histeria II,Mini Histeria II,,,0,AAA
9775,Mini Psicosis,Mini Psicosis,,,0,AAA
9776,Mr. Niebla,Mr. Niebla,1973,2019,1,AAA
9778,Steve Pain,Steve Pain,,,0,AAA
9779,Octagón,Octagon,,,0,AAA
9780,La Anarquí­a (Faction),La Anarquia (Faction),,,0,AAA
9781,Octagoncito III,Octagoncito III,,,0,AAA
9783,Pasión Crystal,Pasion Crystal,1976,2021,1,AAA
9784,Pentagón Black,Pentagon Black,,,0,AAA
9785,Pentagón Jr.,Pentagon Jr.,,,0,AAA
9786,Kid Azteca,Kid Azteca,,,0,AAA
9787,Rey Escorpión,Rey Escorpion,,,0,AAA
9788,Tiger Steel,Tiger Steel,,,0,AAA
9789,Kiss,Kiss,,,0,AAA
9792,Abdullah the Butcher,Abdullah the Butcher,,,0,JCW
9793,Abyss,Abyss,,,0,JCW
9794,Amber O'Neal,Amber O'Neal,,,0,JCW
9796,Balls Mahoney,Balls Mahoney,1972,2016,1,JCW
9797,Battle Royal Participants,Battle Royal Participants,,,0,JCW
9799,The Blue Meanie,Blue Meanie,,,0,JCW
9800,Bob Orton,Bob Orton,,,0,JCW
9801,Bobby Lashley,Bobby Lashley,,,0,JCW
9802,The Boogeyman,Boogeyman,,,0,JCW
9803,Booker T,Booker T,,,0,JCW
9805,Breyer Wellington,Breyer Wellington,,,0,JCW
9807,Brutus Beefcake,Brutus Beefcake,,,0,JCW
9808,Butterbean,Butterbean,,,0,JCW
9809,Carlito,Carlito,,,0,JCW
9810,Chick Foley,Chick Foley,,,0,JCW
9812,Greg Valentine,Greg Valentine,,,0,JCW
9813,Chris Hero,Chris Hero,,,0,JCW
9814,Chris Masters,Chris Masters,,,0,JCW
9816,Corporal Robinson,Corporal Robinson,,,0,JCW
9818,Cousin Eddie,Cousin Eddie,,,0,JCW
9820,Dick Nipple,Dick Nipple,,,0,JCW
9821,Doug Gilbert,Doug Gilbert,,,0,JCW
9822,D-Ray 3000,D-Ray 3000,,,0,JCW
9824,Dutch Mantell,Dutch Mantell,,,0,JCW
9825,Evil Dead,Evil Dead,,,0,JCW
9826,Fat Fuck Barrel Boy,Fat Fuck Barrel Boy,,,0,JCW
9827,Feminem,Feminem,,,0,JCW
9830,Guido Andretti,Guido Andretti,1974,2025,1,JCW
9833,Hollywood Chuck Hogan,Hollywood Chuck Hogan,,,0,JCW
9834,Honky Tonk Man,Honky Tonk Man,,,0,JCW
9835,The Hornswagglin' Hillbilly,Hornswagglin' Hillbilly,,,0,JCW
9836,Hy Zaya,Hy Zaya,,,0,JCW
9837,Ian Rotten,Ian Rotten,,,0,JCW
9841,Isis,Isis,,,0,JCW
9842,Izzy High,Izzy High,,,0,JCW
9843,Jake Roberts,Jake Roberts,,,0,JCW
9844,Jeff Jarrett,Jeff Jarrett,,,0,JCW
9845,Jeremy Borash,Jeremy Borash,,,0,JCW
9846,Jerry 'The King' Lawler,Jerry Lawler,,,0,JCW
9847,Jim Duggan,Jim Duggan,,,0,JCW
9848,Jimmy Jacobs,Jimmy Jacobs,,,0,JCW
9849,John Morrison,John Morrison,,,0,JCW
9851,Josh Prohibition,Josh Prohibition,,,0,JCW
9852,Justice Jones,Justice Jones,,,0,JCW
9854,Kamala,Kamala,1950,2020,1,JCW
9856,Kid Kash,Kid Kash,,,0,JCW
9857,King Kong Bundy,King Kong Bundy,1957,2019,1,JCW
9859,Luke Gallows,Luke Gallows,,,0,JCW
9861,The Man of 1000 Gimmicks,Man of 1000 Gimmicks,,,0,JCW
9862,Matt Hardy,Matt Hardy,,,0,JCW
9863,Matt Cross,Matt Cross,,,0,JCW
9865,Mike Knox,Mike Knox,,,0,JCW
9866,Milk Dud the Cow,Milk Dud the Cow,,,0,JCW
9867,Monty Brown,Monty Brown,,,0,JCW
9870,NOSAWA,NOSAWA,,,0,JCW
9871,Officer Colt Cabana,Officer Colt Cabana,,,0,JCW
9880,Rudy Reyna,Rudy Reyna,1946,2015,1,AAA
9881,Súper Caló,Super Calo,,,0,AAA
9883,Raven,Raven,,,0,JCW
9885,Redneck Devil Without A Cause,Redneck Devil Without A Cause,,,0,JCW
9886,Rhino,Rhino,,,0,JCW
9887,Randi West,Randi West,,,0,JCW
9889,Road Dogg,Road Dogg,,,0,JCW
9890,Rob Conway,Rob Conway,,,0,JCW
9891,El Salsero,El Salsero,,,0,AAA
9893,Ron Killings,Ron Killings,,,0,JCW
9895,Rude Boy,Rude Boy,,,0,JCW
9896,Rusty Goodwrench,Rusty Goodwrench,,,0,JCW
9897,Sabu,Sabu,1964,2025,1,JCW
9898,Sal Wilson,Sal Wilson,,,0,JCW
9899,The Samoan Warrior,Samoan Warrior,,,0,JCW
9901,Scott Hall,Scott Hall,1958,2022,1,JCW
9902,Scott Steiner,Scott Steiner,,,0,JCW
9904,Sexy Slim Goody,Sexy Slim Goody,,,0,JCW
9905,Shawn Daivari,Shawn Daivari,,,0,JCW
9908,Lizmark,Lizmark,1950,2015,1,AAA
9909,Blue Panther,Blue Panther,,,0,AAA
9910,Terry Funk,Terry Funk,1944,2023,1,JCW
9911,Tito Santana,Tito Santana,,,0,JCW
9912,Tommy Rich,Tommy Rich,,,0,JCW
9913,Tracy Smothers,Tracy Smothers,1962,2020,1,JCW
9915,Máscara Año 2000,Mascara Ano 2000,,,0,AAA
9916,Truth Martini,Truth Martini,,,0,JCW
9917,Twinkie Hop,Twinkie Hop,,,0,JCW
9918,U-Gene,U-Gene,,,0,JCW
9919,Último Dragón,Ultimo Dragon,,,0,JCW
9920,Vader,Vader,1955,2018,1,JCW
9921,Valentina,Valentina,,,0,JCW
9922,Vampiro,Vampiro,,,0,JCW
9923,Violent J,Violent J,,,0,JCW
9924,The Yellow Dog,Yellow Dog,,,0,JCW
9925,Zach Gowen,Zach Gowen,,,0,JCW
9928,The Crypt Keeper II,Crypt Keeper II,,,0,FMW
9929,Freddy Krugger,Freddy Krugger,,,0,FMW
9931,Jason the Terrible,Jason the Terrible,,,0,FMW
9932,Masayoshi Motegi,Masayoshi Motegi,,,0,FMW
9933,Shoji Nakamaki,Shoji Nakamaki,,,0,FMW
9934,Victor Quinones,Victor Quinones,1959,2006,1,FMW
9935,The W★INGER,WINGER,,,0,FMW
9936,May Flowers,May Flowers,,,0,AAA
9937,Niebla Roja,Niebla Roja,,,0,CMLL
9938,Ángel de Oro,Angel de Oro,,,0,CMLL
9940,Apolo Dantés,Apolo Dantes,,,0,CMLL
9941,Arkángel de la Muerte,Arkángel de la Muerte,1966,2018,1,CMLL
9942,As Jr.,As Jr.,,,0,CMLL
9943,Atlantis,Atlantis,,,0,CMLL
9944,Averno,Averno,,,0,CMLL
9946,Bam Bam,Bam Bam,,,0,CMLL
9947,Bestia Salvaje,Bestia Salvaje,1962,2008,1,CMLL
9948,Black Magic,Black Magic,,,0,CMLL
9949,Sergio Corona,Sergio Corona,,,0,AAA
9950,Black Warrior,Black Warrior,1969,2023,1,CMLL
9951,Blue Panther,Blue Panther,,,0,CMLL
9952,Bobby Villa,Bobby Villa,,,0,CMLL
9953,Bronco,Bronco,,,0,CMLL
9954,Camorra,Camorra,,,0,CMLL
9955,Scharly Rockstar,Scharly Rockstar,,,0,CMLL
9956,Cien Caras,Cien Caras,,,0,CMLL
9957,Chris Jericho,Chris Jericho,,,0,CMLL
9958,Damián 666,Damian 666,,,0,CMLL
9959,Dark Angel,Dark Angel,,,0,CMLL
9960,Delta,Delta,,,0,CMLL
9961,Diamante,Diamante,,,0,CMLL
9962,Diana La Cazadora,Diana La Cazadora,,,0,CMLL
9963,Dos Caras Jr.,Dos Caras Jr.,,,0,CMLL
9964,Dragón Lee II,Dragon Lee II,,,0,CMLL
9965,Dragón Rojo Jr.,Dragon Rojo Jr.,,,0,CMLL
9966,El Dandy,El Dandy,,,0,CMLL
9967,Namajague,Namajague,,,0,CMLL
9969,El Sagrado,El Sagrado,,,0,CMLL
9970,El Satánico,El Satanico,,,0,CMLL
9971,Supremo,Supremo,1942,2010,1,CMLL
9972,Vampiro,Vampiro,,,0,CMLL
9973,Volador,Volador,,,0,CMLL
9974,Emilio Charles Jr.,Emilio Charles Jr.,1956,2012,1,CMLL
9975,Rey Escorpión,Rey Escorpión,,,0,CMLL
9977,Fabián el Gitano,Fabian El Gitano,1972,2011,1,CMLL
9978,Fantasy II,Fantasy II,,,0,CMLL
9979,Fishman,Fishman,1951,2017,1,CMLL
9980,Flyer,Flyer,,,0,CMLL
9981,Goddess,Goddess,,,0,CMLL
9982,Goya Kong,Goya Kong,,,0,CMLL
9983,Rocky Romero,Rocky Romero,,,0,CMLL
9984,Guerrero Maya Jr.,Guerrero Maya Jr.,,,0,CMLL
9985,Guerrero Negro Jr.,Guerrero Negro Jr.,,,0,CMLL
9986,Heavy Metal,Heavy Metal,,,0,CMLL
9987,El Hijo del Santo,El Hijo del Santo,,,0,CMLL
9988,Los Hijos del Averno (Faction),Los Hijos del Averno (Faction),,,0,CMLL
9989,Hiroka,Hiroka,,,0,CMLL
9990,Hombre Sin Nombre II,Hombre Sin Nombre II,,,0,CMLL
9991,Jerry Estrada,Jerry Estrada,,,0,CMLL
9993,Hiromu Takahashi,Hiromu Takahashi,,,0,CMLL
9995,Kevin Quinn,Kevin Quinn,,,0,CMLL
9997,Carta Brava Jr. II,Carta Brava Jr. II,,,0,AAA
9998,Dark Dragón,Dark Dragon,,,0,AAA
9999,Dark Scoria,Dark Scoria,,,0,AAA
10000,Demon Rocker,Demon Rocker,,,0,AAA
10001,Devil Rocker,Devil Rocker,1967,2018,1,AAA
10002,La Chiva,La Chiva,,,0,AAA
10003,La Hechicera,La Hechicera,,,0,AAA
10004,La Jarochita,La Jarochita,,,0,AAA
10005,Hiroshi Tanahashi,Hiroshi Tanahashi,,,0,CMLL
10006,La Magní­fica,La Magnifica,,,0,AAA
10007,Lolita,Lolita,,,0,AAA
10010,Mamba,Mamba,,,0,AAA
10011,Rikishi,Rikishi,,,0,AAA
10012,Myzteziz,Myzteziz,,,0,AAA
10013,Takeshi Morishima,Takeshi Morishima,,,0,AAA
10015,Kenzo Suzuki,Kenzo Suzuki,,,0,CMLL
10016,Team Tough Enough (2011),Team Tough Enough (2011),,,0,WWE
10018,Lance Storm,Lance Storm,,,0,SMW
10020,Raptor,Raptor,,,0,AAA
10022,Tinieblas Jr.,Tinieblas Jr.,,,0,AAA
10023,Máscara Sagrada Jr.,Mascara Sagrada Jr.,,,0,AAA
10024,Mr. Anderson,Mr. Anderson,,,0,AAA
10025,Hernández,Hernandez,,,0,AAA
10026,Vulcano,Vulcano,,,0,AAA
10028,El Psicópata [1990s],El Psicopata [1990s],,,0,AAA
10030,Psicosis II,Psicosis II,,,0,AAA
10031,Psicosis III,Psicosis III,,,0,AAA
10033,Ivelisse Vélez,Ivelisse Velez,,,0,AAA
10034,Path Finder,Path Finder,,,0,AAA
10035,Naomichi Marufuji,Naomichi Marufuji,,,0,AAA
10036,Minoru Tanaka,Minoru Tanaka,,,0,AAA
10037,Genki Horiguchi,Genki Horiguchi,,,0,AAA
10038,CIMA,CIMA,,,0,AAA
10039,Jushin 'Thunder' Liger,Jushin Thunder Liger,,,0,AAA
10040,Yoshinobu Kanemaru,Yoshinobu Kanemaru,,,0,AAA
10041,Tiger Mask IV,Tiger Mask IV,,,0,AAA
10067,Rey Cometa,Rey Cometa,,,0,CMLL
10078,Leono,Leono,,,0,CMLL
10091,Skándalo,Skandalo,,,0,CMLL
10097,Nosferatu,Nosferatu,,,0,CMLL
10116,Stuka Jr.,Stuka Jr.,,,0,CMLL
10119,Asturiano,Asturiano,,,0,CMLL
10120,Tony Rivera,Tony Rivera,,,0,CMLL
10121,La Máscara,La Mascara,,,0,CMLL
10124,Okumura,Okumura,,,0,CMLL
10125,Misterioso Jr.,Misterioso Jr.,,,0,CMLL
10126,Rush,Rush,,,0,CMLL
10127,Los Spice Boys (Faction),Los Spice Boys (Faction),,,0,AAA
10134,Mr. México,Mr. Mexico,,,0,CMLL
10179,Chavo Guerrero,Chavo Guerrero,1949,2017,1,AAA
10195,La Sombra III,La Sombra III,,,0,CMLL
10196,Volador Jr.,Volador Jr.,,,0,CMLL
10197,Mí­stico,Mistico,,,0,CMLL
10198,Extreme Tiger,Extreme Tiger,,,0,AAA
10199,Toscano,Toscano,,,0,CMLL
10200,Shocker,Shocker,,,0,CMLL
10201,Héctor Garza,Hector Garza,1969,2013,1,CMLL
10202,La Peste Negra (Faction),La Peste Negra (Faction),,,0,CMLL
10203,Mr. Niebla,Mr. Niebla,1973,2019,1,CMLL
10204,Konnan,Konnan,,,0,CMLL
10205,Christina Von Eerie,Christina Von Eerie,,,0,AAA
10206,Máscara Año 2000 Jr.,Mascara Ano 2000 Jr.,,,0,AAA
10207,Christopher Daniels,Christopher Daniels,,,0,AAA
10208,Toscano,Toscano,,,0,AAA
10209,Lasser Boy,Lasser Boy,,,0,AAA
10212,La Parka Negra,La Parka Negra,,,0,AAA
10213,Akebono,Akebono,1969,2024,1,DG
10214,Anthony W. Mori,Anthony W. Mori,,,0,DG
10216,Black Thunder,Black Thunder,,,0,DG
10217,Blood Warriors (Faction),Blood Warriors (Faction),,,0,DG
10218,BxB Hulk,BxB Hulk,,,0,DG
10219,Chou Zetsurins,Chou Zetsurins,,,0,DG
10220,CIMA,CIMA,,,0,DG
10221,Naoki Tanizaki,Naoki Tanizaki,,,0,DG
10222,Madoka,Madoka,,,0,2AW
10224,Boso Boy Raito,Boso Boy Raito,,,0,2AW
10225,Daigoro Kashiwa,Daigoro Kashiwa,,,0,2AW
10226,Hardcore Kid Kojiro,Hardcore Kid Kojiro,,,0,2AW
10227,Quiet Storm,Quiet Storm,,,0,2AW
10229,Kaji Tomato,Kaji Tomato,,,0,2AW
10230,Taishi Takizawa,Taishi Takizawa,,,0,2AW
10231,Hiro Tonai,Hiro Tonai,,,0,2AW
10232,Randy Takuya,Randy Takuya,,,0,2AW
10233,Tadanobu Fujisawa,Tadanobu Fujisawa,,,0,2AW
10234,Ryuichi Sekine,Ryuichi Sekine,,,0,2AW
10235,Kim Nam Seok,Kim Nam Seok,,,0,2AW
10236,Miyako Man,Miyako Man,,,0,2AW
10237,Commissioner Mike Sato,Commissioner Mike Sato,,,0,2AW
10238,Commissioner Nakamura,Commissioner Nakamura,,,0,2AW
10239,Los Cuatro Tabascos,Los Cuatro Tabascos,,,0,2AW
10240,Yoshidaya,Yoshidaya,,,0,2AW
10241,Pal Punte,Pal Punte,,,0,2AW
10242,Chiba Port Towers,Chiba Port Towers,,,0,2AW
10243,Inouchi,Inouchi,,,0,2AW
10245,Taku Joetsu,Taku Joetsu,,,0,2AW
10246,DJ Nira,DJ Nira,,,0,2AW
10248,Tsubasa Kuragaki,Tsubasa Kuragaki,,,0,2AW
10249,Kashiwa-gumi,Kashiwa-gumi,,,0,2AW
10250,Yuu Yamakake,Yuu Yamakake,,,0,2AW
10251,Isami Kodaka,Isami Kodaka,,,0,2AW
10252,Tetsupei Ishizaka,Tetsupei Ishizaka,,,0,2AW
10253,X No.2,X No.2,,,0,2AW
10254,Daisuke Matsumoto,Daisuke Matsumoto,,,0,2AW
10255,X No.3,X No.3,,,0,2AW
10256,X No.4,X No.4,,,0,2AW
10257,X No.5,X No.5,,,0,2AW
10258,Minoru Fujita,Minoru Fujita,,,0,2AW
10259,Silver Wolf,Silver Wolf,,,0,2AW
10261,Histeria II,Histeria II,,,0,AAA
10263,AJ Styles,AJ Styles,,,0,AAA
10264,Fake Juventud Guerrera,Fake Juventud Guerrera,,,0,AAA
10265,LuFisto,LuFisto,,,0,AAA
10266,Lady Shani,Lady Shani,,,0,AAA
10270,Máscara Sagrada,Mascara Sagrada,,,0,AAA
10271,El Alebrije II,El Alebrije II,,,0,AAA
10274,Mascarita Sagrada,Mascarita Sagrada,,,0,AAA
10275,Mascarita Sagrada Jr.,Mascarita Sagrada Jr.,,,0,AAA
10276,Novillerito,Novillerito,,,0,AAA
10278,Mascarita Sagrada V,Mascarita Sagrada V,,,0,AAA
10279,Pentagón,Pentagon,,,0,AAA
10280,Pentagón III,Pentagon III,,,0,AAA
10282,El Animal,El Animal,,,0,AAA
10283,Tito Santana (Monterrey),Tito Santana (Monterrey),,,0,AAA
10284,El Poder del Norte (Faction),El Poder del Norte (Faction),,,0,AAA
10287,Aja Kong,Aja Kong,,,0,AAA
10288,Alda Moreno,Alda Moreno,,,0,AAA
10289,Lady Apache,Lady Apache,,,0,AAA
10290,Espectrito I,Espectrito I,1966,2016,1,AAA
10292,Eddie Guerrero,Eddie Guerrero,1967,2005,1,AAA
10293,Mano Negra,Mano Negra,,,0,CMLL
10294,Oro,Oro,1971,1993,1,CMLL
10295,Último Dragón,Ultimo Dragon,,,0,CMLL
10298,Laredo Boy,Laredo Boy,,,0,AAA
10299,Bugambilia,Bugambilia,,,0,AAA
10300,Marcela,Marcela,,,0,CMLL
10301,Ayumi Kurihara,Ayumi Kurihara,,,0,CMLL
10302,Mima Shimoda,Mima Shimoda,,,0,CMLL
10303,Princesa Blanca,Princesa Blanca,,,0,CMLL
10304,Amapola,Amapola,,,0,CMLL
10305,Makoda,Makoda,,,0,NJPW
10307,Tama Tonga,Tama Tonga,,,0,CMLL
10308,No Limit,No Limit,,,0,CMLL
10309,Valiente,Valiente,,,0,CMLL
10311,Mr. Águila,Mr. Águila,,,0,CMLL
10312,Ripper,Ripper,,,0,CMLL
10313,Velvet Sky,Velvet Sky,,,0,AAA
10315,Tully Blanchard,Tully Blanchard,,,0,ECW
10322,Aoi Ishibashi,Aoi Ishibashi,,,0,2AW
10323,F-Words,F-Words,,,0,2AW
10324,Kei Akiyama,Kei Akiyama,,,0,2AW
10325,Mayumi Hashiba,Mayumi Hashiba,,,0,2AW
10326,Ms. X,Ms. X,,,0,2AW
10327,Nudy Rave,Nudy Rave,,,0,2AW
10328,PABLO,PABLO,,,0,2AW
10329,Tank Nagai,Tank Nagai,,,0,2AW
10330,Yuki Sato,Yuki Sato,,,0,2AW
10331,Yutaka Fukuda,Yutaka Fukuda,,,0,2AW
10332,El Hijo del Solitario,El Hijo del Solitario,,,0,AAA
10333,Centvrion,Centvrion,,,0,AAA
10335,Sicodélico,Sicodelico,,,0,AAA
10336,Mosco de La Merced,Mosco de La Merced,,,0,AAA
10337,Mosco de La Merced II,Mosco De La Merced II,,,0,AAA
10338,Aagan Iisou (Faction),Aagan Iisou (Faction),,,0,DG
10339,Abdullah the Butcher,Abdullah the Butcher,,,0,DG
10340,#NAME?,akatsuki (Faction),,,0,DG
10341,Akira Hokuto,Akira Hokuto,,,0,DG
10342,Akira Tozawa,Akira Tozawa,,,0,DG
10343,Antonio Honda,Antonio Honda,,,0,DG
10344,Anthony Nese,Anthony Nese,,,0,DG
10346,Atsushi Onita,Atsushi Onita,,,0,DG
10348,Big Boss Shimizu,Big Boss Shimizu,,,0,DG
10349,Billy Ken Kid,Billy Ken Kid,,,0,DG
10350,Blood Generation (Faction),Blood Generation (Faction),,,0,DG
10352,Takashi Yoshida,Takashi Yoshida,,,0,DG
10353,Daichi Hashimoto,Daichi Hashimoto,,,0,DG
